season,week,home_id,away_id,home_score,away_score,home_turnovers,away_turnovers,home_win
2017,15,30,34,45,7,0,1,1
2017,15,26,14,7,42,2,1,0
2017,15,23,17,24,27,1,1,0
2017,15,25,10,25,23,0,1,1
2017,15,13,6,17,20,1,2,0
2017,15,27,1,21,24,1,0,0
2017,16,33,11,23,16,0,0,1
2017,16,9,16,0,16,2,0,0
2017,16,3,5,20,3,0,3,1
2017,16,4,8,26,17,1,1,1
2017,16,10,14,23,27,1,1,0
2017,16,12,15,29,13,0,2,1
2017,16,17,2,37,16,1,0,1
2017,16,18,1,23,13,1,2,1
2017,16,20,24,7,14,3,0,0
2017,16,28,7,27,11,2,3,1
2017,16,29,27,22,19,1,3,1
2017,16,25,30,44,33,1,3,1
2017,16,6,26,12,21,3,0,0
2017,16,22,19,23,0,2,3,1
2017,16,34,23,6,34,2,0,0
2017,16,21,13,19,10,2,5,1
2017,17,8,9,35,11,0,4,1
2017,17,11,34,22,13,0,1,1
2017,17,16,3,23,10,0,0,1
2017,17,17,20,26,6,0,0,1
2017,17,19,28,18,10,1,3,1
2017,17,21,6,0,6,2,1,0
2017,17,23,5,28,24,2,2,1
2017,17,1,29,22,10,0,3,1
2017,17,7,12,24,27,3,2,0
2017,17,10,30,15,10,1,4,1
2017,17,14,25,13,34,2,3,0
2017,17,15,2,16,22,1,0,0
2017,17,24,13,30,10,0,2,1
2017,17,26,22,24,26,0,1,0
2017,17,27,18,31,24,3,1,1
2017,17,33,4,27,31,1,1,0
2018,1,21,1,18,12,2,1,1
2018,1,5,23,21,21,1,6,0
2018,1,11,4,23,34,2,2,0
2018,1,15,10,27,20,2,3,1
2018,1,16,25,24,16,1,4,1
2018,1,17,34,27,20,3,2,1
2018,1,18,27,40,48,2,0,0
2018,1,19,30,15,20,2,1,0
2018,1,33,2,47,3,1,2,1
2018,1,24,12,28,38,2,0,0
2018,1,7,26,27,24,3,3,1
2018,1,22,28,6,24,2,1,0
2018,1,29,6,16,8,1,1,1
2018,1,9,3,24,23,2,1,1
2018,1,8,20,17,48,5,2,0
2018,1,13,14,13,33,3,0,0
2018,2,4,33,34,23,0,3,1
2018,2,1,29,31,24,1,1,1
2018,2,2,24,20,31,2,0,0
2018,2,9,16,29,29,0,1,0
2018,2,10,34,20,17,0,1,1
2018,2,18,5,21,18,2,1,1
2018,2,20,15,12,20,3,2,0
2018,2,23,12,37,42,0,1,0
2018,2,27,21,27,21,2,2,1
2018,2,28,11,9,21,1,2,0
2018,2,14,22,34,0,1,1,1
2018,2,25,8,30,27,0,1,1
2018,2,7,13,20,19,1,0,1
2018,2,30,17,31,20,2,1,1
2018,2,6,19,20,13,0,1,1
2018,2,3,26,24,17,2,2,1
2018,3,5,20,21,17,0,3,1
2018,3,1,18,37,43,0,0,0
2018,3,12,25,38,27,0,0,1
2018,3,15,13,28,20,0,2,1
2018,3,16,2,6,27,3,0,0
2018,3,21,11,20,16,2,0,1
2018,3,28,9,31,17,1,1,1
2018,3,29,4,31,21,0,4,1
2018,3,30,10,6,9,1,0,0
2018,3,33,7,27,14,0,1,1
2018,3,34,19,22,27,2,0,0
2018,3,14,24,35,23,2,2,1
2018,3,22,3,14,16,4,2,0
2018,3,26,6,24,13,0,3,1
2018,3,8,17,26,10,1,1,1
2018,3,27,23,27,30,4,1,0
2018,4,14,16,38,31,0,1,1
2018,4,1,4,36,37,0,1,0
2018,4,3,27,48,10,0,3,1
2018,4,6,8,26,24,0,0,1
2018,4,9,2,22,0,2,3,1
2018,4,10,21,26,23,1,1,1
2018,4,11,34,34,37,2,1,0
2018,4,17,15,38,7,2,2,1
2018,4,30,20,31,12,3,0,1
2018,4,13,5,45,42,2,4,1
2018,4,22,26,17,20,1,0,0
2018,4,19,18,18,33,2,0,0
2018,4,24,25,29,27,1,2,1
2018,4,23,33,14,26,2,1,0
2018,4,7,12,23,27,1,0,0
2018,5,17,11,38,24,2,3,1
2018,5,2,10,13,12,1,3,1
2018,5,4,15,27,17,1,3,1
2018,5,5,33,12,9,1,2,1
2018,5,8,9,31,23,0,3,1
2018,5,12,30,30,14,2,5,1
2018,5,20,7,34,16,2,1,1
2018,5,23,1,41,17,1,1,1
2018,5,29,19,33,31,2,3,1
2018,5,24,13,26,10,0,2,1
2018,5,21,16,21,23,2,1,0
2018,5,25,22,18,28,5,0,0
2018,5,26,14,31,33,0,2,0
2018,5,34,6,19,16,2,2,1
2018,5,18,28,43,19,1,2,1
2018,6,19,21,13,34,1,0,0
2018,6,1,27,34,29,0,2,1
2018,6,4,23,21,28,0,0,0
2018,6,5,24,14,38,2,1,0
2018,6,13,26,3,27,2,1,0
2018,6,15,3,31,28,3,3,1
2018,6,16,22,27,17,2,2,1
2018,6,20,11,42,34,2,4,1
2018,6,28,29,23,17,0,3,1
2018,6,34,2,20,13,3,3,1
2018,6,7,14,20,23,1,1,0
2018,6,6,30,40,7,0,2,1
2018,6,10,33,0,21,0,1,0
2018,6,17,12,43,40,1,2,1
2018,6,9,25,33,30,0,3,1
2018,7,22,7,10,45,5,1,0
2018,7,24,10,20,19,0,1,1
2018,7,3,17,31,38,2,3,0
2018,7,11,2,37,5,0,5,1
2018,7,15,8,21,32,0,0,0
2018,7,20,16,17,37,4,0,0
2018,7,21,29,17,21,1,0,0
2018,7,27,5,26,23,4,1,1
2018,7,30,34,7,20,3,0,0
2018,7,33,18,23,24,0,1,0
2018,7,25,14,10,39,4,0,0
2018,7,28,6,20,17,0,2,1
2018,7,12,4,45,10,1,1,1
2018,7,1,19,23,20,1,0,1
2018,8,34,15,42,23,0,1,1
2018,8,30,21,18,24,1,2,0
2018,8,3,20,24,10,0,0,1
2018,8,4,27,37,34,0,4,1
2018,8,8,26,14,28,3,0,0
2018,8,12,7,30,23,1,2,1
2018,8,19,28,13,20,2,1,0
2018,8,23,5,33,18,2,1,1
2018,8,29,33,36,21,0,3,1
2018,8,13,11,28,42,1,0,0
2018,8,14,9,29,27,0,1,1
2018,8,22,25,18,15,2,0,1
2018,8,16,18,20,30,2,1,0
2018,8,2,17,6,25,2,0,0
2018,9,25,13,34,3,0,0,1
2018,9,2,3,9,41,4,1,0
2018,9,5,12,21,37,1,1,0
2018,9,15,20,13,6,0,4,1
2018,9,16,8,24,9,2,1,1
2018,9,28,1,14,38,1,1,0
2018,9,29,27,42,28,0,2,1
2018,9,33,23,16,23,0,0,0
2018,9,7,34,17,19,1,0,0
2018,9,26,24,17,25,1,0,0
2018,9,18,14,45,35,1,1,1
2018,9,17,9,31,17,0,1,1
2018,9,6,10,14,28,2,2,0
2018,10,23,29,52,21,0,2,1
2018,10,3,8,34,22,0,3,1
2018,10,4,18,14,51,2,0,0
2018,10,5,1,28,16,1,2,1
2018,10,10,17,34,10,0,0,1
2018,10,11,30,29,26,1,1,1
2018,10,12,22,26,14,0,2,1
2018,10,20,2,10,41,2,0,0
2018,10,27,28,3,16,4,0,0
2018,10,13,24,6,20,1,1,0
2018,10,9,15,31,12,1,2,1
2018,10,14,26,36,31,0,1,1
2018,10,21,6,20,27,1,0,0
2018,10,25,19,23,27,2,0,0
2018,11,26,9,27,24,1,0,1
2018,11,1,6,19,22,1,0,0
2018,11,8,29,20,19,0,1,1
2018,11,11,10,38,10,0,2,1
2018,11,19,27,38,35,0,4,1
2018,11,28,34,21,23,2,3,0
2018,11,30,23,16,20,1,3,0
2018,11,33,4,24,21,1,0,1
2018,11,22,13,21,23,2,0,0
2018,11,24,7,22,23,2,0,0
2018,11,18,21,48,7,0,3,1
2018,11,3,16,25,20,3,3,1
2018,11,14,12,54,51,2,5,1
2018,12,8,3,16,23,2,1,0
2018,12,6,28,31,23,0,3,1
2018,12,18,1,31,17,1,4,1
2018,12,2,30,24,21,0,2,1
2018,12,4,5,20,35,2,0,0
2018,12,20,17,13,27,1,0,0
2018,12,21,19,25,22,0,1,1
2018,12,27,25,27,9,0,2,1
2018,12,29,26,27,30,1,0,0
2018,12,33,13,34,17,2,1,1
2018,12,24,22,45,10,1,1,1
2018,12,7,23,24,17,0,4,1
2018,12,11,15,27,24,3,1,1
2018,12,16,9,24,17,0,1,1
2018,12,34,10,34,17,0,1,1
2018,13,6,18,13,10,2,1,1
2018,13,1,33,16,26,1,1,0
2018,13,4,7,10,24,3,1,0
2018,13,8,14,16,30,2,2,0
2018,13,9,22,17,20,0,0,0
2018,13,15,2,21,17,1,3,1
2018,13,19,3,30,27,1,3,1
2018,13,27,29,24,17,1,4,1
2018,13,30,11,6,0,1,2,1
2018,13,34,5,29,13,0,4,1
2018,13,10,20,26,22,1,1,1
2018,13,13,12,33,40,3,1,0
2018,13,17,16,24,10,1,2,1
2018,13,26,25,43,16,0,3,1
2018,13,23,24,30,33,1,0,0
2018,13,21,28,28,13,1,1,1
2018,14,10,30,30,9,1,1,1
2018,14,2,20,23,27,3,2,0
2018,14,5,29,26,20,2,1,1
2018,14,9,1,34,20,0,2,1
2018,14,12,33,27,24,1,1,1
2018,14,15,17,34,33,0,0,1
2018,14,27,18,14,28,1,2,0
2018,14,28,19,16,40,3,1,0
2018,14,34,11,21,24,0,1,0
2018,14,24,4,26,21,0,0,1
2018,14,25,7,20,14,1,0,1
2018,14,6,21,29,23,3,1,1
2018,14,13,23,24,21,1,1,1
2018,14,22,8,3,17,1,1,0
2018,14,3,14,15,6,3,4,1
2018,14,26,16,21,7,1,1,1
2018,15,12,24,28,29,0,2,0
2018,15,20,34,22,29,1,0,0
2018,15,7,5,16,17,2,2,0
2018,15,1,22,40,14,0,3,1
2018,15,2,8,14,13,0,0,1
2018,15,3,9,24,17,1,1,1
2018,15,4,13,30,16,1,2,1
2018,15,11,6,23,0,1,1,1
2018,15,16,15,41,17,1,0,1
2018,15,19,10,0,17,2,0,0
2018,15,30,28,13,16,2,0,0
2018,15,33,27,20,12,2,1,1
2018,15,25,26,26,23,1,0,1
2018,15,23,17,17,10,2,1,1
2018,15,14,21,23,30,3,1,0
2018,15,29,18,9,12,2,2,0
2018,16,10,28,25,16,0,2,1
2018,16,24,33,10,22,3,1,0
2018,16,5,4,26,18,0,0,1
2018,16,6,27,27,20,0,2,1
2018,16,8,16,9,27,0,0,0
2018,16,11,19,28,27,1,1,1
2018,16,15,30,7,17,2,1,0
2018,16,17,2,24,12,3,3,1
2018,16,20,9,38,44,0,1,0
2018,16,21,34,32,30,3,1,1
2018,16,29,1,10,24,4,2,0
2018,16,22,14,9,31,0,1,0
2018,16,25,3,9,14,1,2,0
2018,16,18,23,31,28,1,2,1
2018,16,26,12,38,31,0,2,1
2018,16,13,7,27,14,0,2,1
2018,17,2,15,42,17,1,4,1
2018,17,9,8,0,31,1,0,0
2018,17,17,20,38,3,0,3,1
2018,17,18,29,14,33,1,0,0
2018,17,19,6,35,36,2,1,0
2018,17,27,1,32,34,1,1,0
2018,17,34,30,20,3,1,2,1
2018,17,7,24,9,23,4,4,0
2018,17,12,13,35,3,1,4,1
2018,17,14,25,48,32,0,4,1
2018,17,16,3,10,24,0,0,0
2018,17,23,4,16,13,1,0,1
2018,17,26,22,27,24,1,2,1
2018,17,28,21,0,24,1,1,0
2018,17,33,5,26,24,1,3,1
2018,17,10,11,17,33,3,2,0
2019,1,3,9,3,10,1,0,0
2019,1,5,10,13,43,3,0,0
2019,1,15,33,10,59,3,0,0
2019,1,16,1,28,12,0,3,1
2019,1,20,2,16,17,1,4,0
2019,1,21,28,32,27,0,0,1
2019,1,29,14,27,30,3,1,0
2019,1,30,12,26,40,2,0,0
2019,1,24,11,30,24,2,0,1
2019,1,26,4,21,20,1,3,1
2019,1,6,19,35,17,0,2,1
2019,1,22,8,27,27,1,2,0
2019,1,27,25,17,31,4,2,0
2019,1,17,23,33,3,0,1,1
2019,1,18,34,30,28,1,1,1
2019,1,13,7,24,16,0,0,1
2019,2,29,27,14,20,1,0,0
2019,2,4,25,17,41,1,1,0
2019,2,8,24,13,10,2,2,1
2019,2,9,16,21,16,2,4,1
2019,2,10,11,17,19,0,2,0
2019,2,15,17,0,43,4,1,0
2019,2,19,2,14,28,2,0,0
2019,2,23,26,26,28,1,2,0
2019,2,28,6,21,31,0,1,0
2019,2,33,22,23,17,0,0,1
2019,2,34,30,13,12,0,1,1
2019,2,13,12,10,28,2,1,0
2019,2,7,3,14,16,1,0,0
2019,2,14,18,27,9,1,1,1
2019,2,1,21,24,20,3,3,1
2019,2,20,5,3,23,1,1,0
2019,3,30,10,20,7,0,1,1
2019,3,2,4,21,17,2,4,1
2019,3,6,15,31,6,1,1,1
2019,3,9,7,27,16,0,3,1
2019,3,11,1,27,24,0,1,1
2019,3,12,33,33,28,0,0,1
2019,3,16,13,34,14,0,1,1
2019,3,17,20,30,14,2,1,1
2019,3,21,8,24,27,2,0,0
2019,3,22,29,20,38,2,1,0
2019,3,27,19,31,32,1,2,0
2019,3,24,34,20,27,1,1,0
2019,3,25,23,24,20,5,2,1
2019,3,26,18,27,33,1,1,0
2019,3,5,14,13,20,1,3,0
2019,3,28,3,15,31,5,1,0
2019,4,9,21,27,34,2,0,0
2019,4,1,10,10,24,1,0,0
2019,4,2,17,10,16,4,1,0
2019,4,8,12,30,34,2,3,0
2019,4,11,13,24,31,2,1,0
2019,4,15,24,10,30,1,0,0
2019,4,19,28,24,3,4,4,1
2019,4,33,5,25,40,3,1,0
2019,4,34,29,10,16,2,3,0
2019,4,14,27,40,55,4,1,0
2019,4,22,26,10,27,1,0,0
2019,4,3,16,16,6,0,2,1
2019,4,7,30,24,26,1,0,0
2019,4,18,6,12,10,1,3,1
2019,4,23,4,27,3,1,2,1
2019,5,26,14,30,29,1,2,1
2019,5,4,22,23,26,0,0,0
2019,5,10,2,7,14,0,1,0
2019,5,13,3,24,21,2,2,1
2019,5,18,27,31,24,1,0,1
2019,5,19,16,10,28,1,1,0
2019,5,21,20,31,6,1,3,1
2019,5,23,33,23,26,2,3,0
2019,5,28,17,7,33,2,1,0
2019,5,29,30,34,27,0,3,1
2019,5,34,1,53,32,1,1,1
2019,5,24,7,13,20,3,2,0
2019,5,6,9,24,34,3,0,0
2019,5,12,11,13,19,1,1,0
2019,5,25,5,31,3,0,4,1
2019,6,17,19,35,14,2,4,1
2019,6,27,29,26,37,7,1,0
2019,6,5,26,28,32,4,1,0
2019,6,12,34,24,31,2,3,0
2019,6,15,28,16,17,2,0,0
2019,6,16,21,38,20,2,3,1
2019,6,30,18,6,13,1,0,0
2019,6,33,4,23,17,1,1,1
2019,6,14,25,7,20,1,2,0
2019,6,22,1,34,33,0,0,1
2019,6,7,10,16,0,1,3,1
2019,6,20,6,24,22,1,0,1
2019,6,24,23,17,24,3,1,0
2019,6,9,8,23,22,3,0,1
2019,7,7,12,6,30,1,0,0
2019,7,1,14,10,37,3,0,0
2019,7,2,15,31,21,0,2,1
2019,7,4,30,17,27,4,0,0
2019,7,8,16,30,42,1,0,0
2019,7,9,13,42,24,0,2,1
2019,7,11,34,30,23,1,2,1
2019,7,19,22,21,27,3,0,0
2019,7,28,25,0,9,1,1,0
2019,7,10,24,23,20,1,1,1
2019,7,3,18,25,36,2,0,0
2019,7,26,33,16,30,2,0,0
2019,7,6,21,37,10,1,4,1
2019,7,20,17,0,33,6,1,0
2019,8,16,28,19,9,1,2,1
2019,8,1,26,20,27,3,0,0
2019,8,2,21,13,31,1,1,0
2019,8,3,24,16,17,2,1,0
2019,8,8,19,31,26,2,1,1
2019,8,10,27,27,23,1,4,1
2019,8,11,7,15,13,1,0,1
2019,8,14,4,24,10,0,0,1
2019,8,18,22,31,9,1,0,1
2019,8,30,20,29,15,1,3,1
2019,8,25,29,51,13,1,3,1
2019,8,17,5,27,13,0,3,1
2019,8,34,13,27,24,0,0,1
2019,8,12,9,24,31,1,0,0
2019,8,23,15,27,14,1,4,1
2019,9,22,25,25,28,0,0,0
2019,9,30,34,3,26,4,1,0
2019,9,2,28,24,9,0,0,1
2019,9,12,16,26,23,1,0,1
2019,9,15,20,26,18,0,1,1
2019,9,21,3,22,14,0,1,1
2019,9,23,11,26,24,2,3,1
2019,9,29,10,30,20,1,3,1
2019,9,13,8,31,24,0,2,1
2019,9,26,27,40,34,1,1,1
2019,9,7,5,24,19,1,0,1
2019,9,24,9,26,11,0,0,1
2019,9,33,17,37,20,2,2,1
2019,9,19,6,18,37,3,2,0
2019,10,13,24,26,24,0,3,1
2019,10,3,8,20,13,0,1,1
2019,10,4,33,13,49,3,1,0
2019,10,5,2,19,16,0,0,1
2019,10,10,12,35,32,1,1,1
2019,10,18,1,9,26,0,1,0
2019,10,20,19,34,27,0,2,1
2019,10,27,22,30,27,3,2,1
2019,10,11,15,12,16,3,2,0
2019,10,9,29,24,16,0,2,1
2019,10,23,14,17,12,2,4,1
2019,10,6,16,24,28,1,0,0
2019,10,25,26,24,27,3,4,0
2019,11,5,23,21,7,0,4,1
2019,11,8,6,27,35,0,1,0
2019,11,11,30,33,13,2,1,1
2019,11,15,2,20,37,1,0,0
2019,11,16,7,27,23,2,1,1
2019,11,27,18,17,34,4,0,0
2019,11,28,20,17,34,1,2,0
2019,11,29,1,3,29,4,0,0
2019,11,33,34,41,7,0,2,1
2019,11,25,22,36,26,2,2,1
2019,11,13,4,17,10,2,2,1
2019,11,21,17,10,17,1,0,0
2019,11,14,3,17,7,2,1,1
2019,11,24,12,17,24,4,1,0
2019,12,34,11,20,17,1,0,1
2019,12,1,27,22,35,2,2,0
2019,12,2,7,20,3,1,1,1
2019,12,3,19,19,14,2,1,1
2019,12,4,23,10,16,2,1,0
2019,12,5,15,41,24,1,2,1
2019,12,18,29,34,31,1,1,1
2019,12,20,13,34,3,1,2,1
2019,12,21,26,9,17,5,2,0
2019,12,28,8,19,16,2,4,1
2019,12,10,30,42,20,2,1,1
2019,12,17,6,13,9,0,1,1
2019,12,25,9,37,8,0,1,1
2019,12,14,33,6,45,2,0,0
2019,13,8,3,20,24,1,1,0
2019,13,6,2,15,26,2,0,0
2019,13,1,18,18,26,3,0,0
2019,13,4,20,22,6,0,0,1
2019,13,11,10,17,31,3,2,0
2019,13,15,21,37,31,1,1,1
2019,13,19,9,13,31,3,0,0
2019,13,23,5,20,13,1,2,1
2019,13,29,28,21,29,2,0,0
2019,13,30,27,11,28,4,1,0
2019,13,33,25,20,17,1,1,1
2019,13,22,14,7,34,1,0,0
2019,13,7,24,23,20,1,2,1
2019,13,12,13,40,9,0,3,1
2019,13,34,17,28,22,0,1,1
2019,13,26,16,37,30,2,3,1
2019,14,3,6,31,24,2,0,1
2019,14,1,29,40,20,0,4,1
2019,14,2,33,17,24,1,1,0
2019,14,5,4,27,19,2,1,1
2019,14,9,28,20,15,1,1,1
2019,14,16,8,20,7,0,2,1
2019,14,18,25,46,48,1,1,0
2019,14,20,15,22,21,1,1,1
2019,14,27,11,38,35,4,1,1
2019,14,34,7,24,38,3,1,0
2019,14,30,24,10,45,0,0,0
2019,14,13,10,21,42,1,1,0
2019,14,17,12,16,23,1,2,0
2019,14,22,23,17,23,3,2,0
2019,14,14,26,28,12,2,1,1
2019,14,21,19,23,17,1,0,1
2019,15,33,20,42,21,0,2,1
2019,15,4,17,13,34,5,0,0
2019,15,8,27,17,38,3,1,0
2019,15,9,3,21,13,0,3,1
2019,15,10,34,21,24,1,2,0
2019,15,12,7,23,3,1,1,1
2019,15,19,15,36,20,3,1,1
2019,15,28,21,27,37,1,1,0
2019,15,29,26,24,30,3,1,0
2019,15,13,30,16,20,0,0,0
2019,15,22,5,38,24,1,2,1
2019,15,24,16,10,39,7,1,0
2019,15,6,14,44,21,0,1,1
2019,15,25,1,22,29,2,1,0
2019,15,23,2,10,17,5,2,0
2019,15,18,11,34,7,0,0,1
2019,16,27,34,20,23,5,2,0
2019,16,17,2,24,17,1,0,1
2019,16,25,14,34,31,2,1,1
2019,16,1,30,24,12,2,1,1
2019,16,5,33,15,31,1,1,0
2019,16,10,18,28,38,1,0,0
2019,16,11,29,38,6,0,3,1
2019,16,15,4,38,35,1,1,1
2019,16,20,23,16,10,1,2,1
2019,16,28,19,35,41,0,0,0
2019,16,7,8,27,17,0,0,1
2019,16,24,13,17,24,0,0,0
2019,16,21,6,17,9,0,1,1
2019,16,26,22,13,27,1,0,0
2019,16,3,12,3,26,0,0,0
2019,16,16,9,10,23,1,3,0
2019,17,2,20,6,13,3,1,0
2019,17,4,5,33,23,1,3,1
2019,17,8,9,20,23,1,1,0
2019,17,12,24,31,21,1,2,1
2019,17,16,3,19,21,3,1,0
2019,17,17,15,24,27,2,0,0
2019,17,27,1,22,28,3,1,0
2019,17,29,18,10,42,3,0,0
2019,17,6,28,47,16,1,2,1
2019,17,7,13,16,15,1,1,1
2019,17,14,22,31,24,0,5,1
2019,17,19,21,17,34,2,0,0
2019,17,30,11,38,20,1,2,1
2019,17,33,23,28,10,2,2,1
2019,17,34,10,14,35,1,0,0
2019,17,26,25,21,26,0,0,0
2020,1,12,34,34,20,0,1,1
2020,1,1,26,25,38,2,0,0
2020,1,2,20,27,17,2,2,1
2020,1,8,3,23,27,1,0,0
2020,1,16,9,34,43,1,0,0
2020,1,17,15,21,11,1,3,1
2020,1,28,21,27,17,0,3,1
2020,1,29,13,30,34,0,0,0
2020,1,30,11,27,20,0,2,1
2020,1,33,5,38,6,1,3,1
2020,1,4,24,13,16,2,0,0
2020,1,18,27,34,23,0,3,1
2020,1,25,22,20,24,0,1,0
2020,1,14,6,20,17,1,0,1
2020,1,19,23,16,26,2,1,0
2020,1,7,10,14,16,1,0,0
2020,2,5,4,35,30,1,1,1
2020,2,3,19,17,13,2,2,1
2020,2,6,1,40,39,3,0,1
2020,2,9,8,42,21,0,1,1
2020,2,10,30,33,30,0,2,1
2020,2,11,16,28,11,1,3,1
2020,2,15,2,28,31,0,1,0
2020,2,20,25,13,31,0,1,0
2020,2,21,14,19,37,3,1,0
2020,2,23,7,26,21,2,2,1
2020,2,27,29,31,17,2,4,1
2020,2,22,28,30,15,1,2,1
2020,2,24,12,20,23,1,0,0
2020,2,34,33,16,33,2,0,0
2020,2,26,17,35,30,1,1,1
2020,2,13,18,34,24,1,1,1
2020,3,30,15,13,31,2,0,0
2020,3,1,3,26,30,1,2,0
2020,3,2,14,35,32,2,2,1
2020,3,5,28,34,20,0,5,1
2020,3,16,10,30,31,3,1,0
2020,3,17,13,36,20,1,3,1
2020,3,19,25,9,36,3,0,0
2020,3,21,4,23,23,2,0,0
2020,3,23,34,28,21,0,1,1
2020,3,11,20,36,7,0,3,1
2020,3,24,29,16,21,4,0,0
2020,3,7,27,10,28,2,0,0
2020,3,22,8,23,26,3,0,0
2020,3,26,6,38,31,1,3,1
2020,3,18,9,30,37,1,0,0
2020,3,33,12,20,34,1,1,0
2020,4,20,7,28,37,0,3,0
2020,4,4,30,33,25,1,1,1
2020,4,6,5,38,49,3,0,0
2020,4,8,18,29,35,1,1,0
2020,4,15,26,23,31,2,1,0
2020,4,27,24,38,31,1,2,1
2020,4,28,33,17,31,1,2,0
2020,4,29,22,31,21,1,1,1
2020,4,34,16,23,31,1,0,0
2020,4,14,19,17,9,1,1,1
2020,4,3,11,11,19,1,0,0
2020,4,13,2,23,30,2,0,0
2020,4,25,21,20,25,3,1,0
2020,4,12,17,26,10,1,4,1
2020,4,9,1,30,16,0,0,1
2020,5,3,27,20,19,1,1,1
2020,5,1,29,16,23,1,0,0
2020,5,12,13,32,40,1,1,0
2020,5,20,22,10,30,0,1,0
2020,5,23,21,38,29,1,2,1
2020,5,28,14,10,30,0,1,0
2020,5,33,4,27,3,1,3,1
2020,5,34,30,30,14,2,2,1
2020,5,25,15,17,43,3,0,0
2020,5,5,11,32,23,2,2,1
2020,5,6,19,37,34,2,1,1
2020,5,26,16,27,26,1,2,1
2020,5,18,24,30,27,1,0,1
2020,5,10,2,42,16,0,3,1
2020,6,10,34,42,36,2,0,1
2020,6,11,4,31,27,2,1,1
2020,6,16,1,23,40,3,1,0
2020,6,17,7,12,18,3,2,0
2020,6,19,28,20,19,1,2,1
2020,6,21,33,28,30,1,0,0
2020,6,23,5,38,7,0,2,1
2020,6,29,3,16,23,3,1,0
2020,6,30,8,16,34,2,1,0
2020,6,15,20,24,0,2,1,1
2020,6,27,9,38,10,0,2,1
2020,6,25,14,24,16,0,1,1
2020,6,2,12,17,26,1,1,0
2020,6,6,22,10,38,4,0,0
2020,7,21,19,22,21,1,3,1
2020,7,1,8,22,23,1,0,0
2020,7,4,5,34,37,2,1,0
2020,7,10,23,24,27,0,3,0
2020,7,18,29,27,24,1,0,1
2020,7,20,2,10,18,2,1,0
2020,7,28,6,25,3,0,1,1
2020,7,34,9,20,35,1,0,0
2020,7,13,27,20,45,1,0,0
2020,7,7,12,16,43,4,1,0
2020,7,17,25,6,33,4,2,0
2020,7,24,30,39,29,0,1,1
2020,7,22,26,37,34,2,3,1
2020,7,14,3,24,10,1,2,1
2020,8,29,1,17,25,1,1,0
2020,8,2,17,24,21,1,1,1
2020,8,4,10,31,20,0,1,1
2020,8,5,13,6,16,1,0,0
2020,8,8,11,21,41,2,0,0
2020,8,9,16,22,28,1,0,0
2020,8,12,20,35,9,0,1,1
2020,8,15,14,28,17,2,4,1
2020,8,33,23,24,28,4,1,0
2020,8,7,24,31,30,1,2,1
2020,8,3,18,23,26,1,0,0
2020,8,26,25,37,27,0,2,1
2020,8,21,6,23,9,4,2,1
2020,8,19,27,23,25,2,1,0
2020,9,25,9,17,34,2,0,0
2020,9,1,7,34,27,1,1,1
2020,9,2,26,44,34,0,4,1
2020,9,10,3,24,17,0,2,1
2020,9,11,33,10,24,2,1,0
2020,9,12,29,33,31,1,0,1
2020,9,16,8,34,20,0,3,1
2020,9,28,19,20,23,5,0,0
2020,9,30,34,25,27,1,1,0
2020,9,24,13,26,31,1,1,0
2020,9,6,23,19,24,2,0,0
2020,9,22,15,31,34,1,0,0
2020,9,27,18,3,38,3,2,0
2020,9,20,17,27,30,1,0,0
2020,10,10,11,17,34,0,0,0
2020,10,5,34,10,7,0,0,1
2020,10,8,28,30,27,0,1,1
2020,10,9,30,24,20,2,1,1
2020,10,19,21,27,17,0,0,1
2020,10,29,27,23,46,1,1,0
2020,10,13,7,37,12,0,5,1
2020,10,15,24,29,21,1,1,1
2020,10,22,2,32,30,2,2,1
2020,10,14,26,23,16,1,3,1
2020,10,18,25,27,13,2,4,1
2020,10,23,4,36,10,0,2,1
2020,10,17,33,23,17,0,1,1
2020,10,3,16,13,19,2,2,0
2020,11,26,22,28,21,0,0,1
2020,11,5,21,22,17,1,3,1
2020,11,18,1,24,9,1,2,1
2020,11,28,4,20,9,1,2,1
2020,11,29,8,20,0,2,1,1
2020,11,30,23,3,27,4,1,0
2020,11,33,10,24,30,1,1,0
2020,11,34,17,27,20,0,0,1
2020,11,7,15,20,13,2,1,1
2020,11,24,20,34,28,1,1,1
2020,11,11,9,34,31,2,4,1
2020,11,16,6,28,31,2,1,0
2020,11,13,12,31,35,1,1,0
2020,11,27,14,24,27,2,2,0
2020,12,8,34,25,41,3,1,0
2020,12,6,28,16,41,2,1,0
2020,12,1,13,43,6,1,5,1
2020,12,2,24,27,17,3,1,1
2020,12,4,19,17,19,3,1,0
2020,12,11,10,26,45,1,0,0
2020,12,16,29,28,27,3,1,1
2020,12,17,22,20,17,2,1,1
2020,12,20,15,3,20,2,2,0
2020,12,30,5,25,27,0,1,0
2020,12,7,18,3,31,3,1,0
2020,12,14,25,20,23,4,3,0
2020,12,27,12,24,27,2,1,0
2020,12,9,3,41,25,0,3,1
2020,12,21,26,17,23,1,0,0
2020,12,23,33,19,14,2,2,1
2020,13,1,18,16,21,1,1,0
2020,13,3,8,30,34,1,1,0
2020,13,10,5,35,41,3,1,0
2020,13,15,4,19,7,1,2,1
2020,13,16,30,27,24,2,4,1
2020,13,20,13,28,31,3,2,0
2020,13,34,11,20,26,2,0,0
